"Y" "xVente.xVente.1" "xVente.xVente.2" "xVente.xVente.3" "xVente.xVente.4" "xVente.xVente.5" "xVente.xVente.6" "xVente.xVente.7" "xVente.xVente.8" "xVente.xVente.9" "xVente.xVente.10" "xVente.xVente.11" "xVente.xVente.12" "xVente.xVente.13" "xVente.xVente.14" "xVente.xVente.15" "xVente.xVente.16" "xVente.xVente.17" "xVente.xVente.18" "xVente.xVente.19" "xVente.xVente.20" "xVente.xVente.21" "xVente.xVente.22" "xVente.xVente.23" "xVente.xVente.24" "xVente.xVente.25" "xVente.xVente.26" "xVente.xVente.27" "xVente.xVente.28" "xVente.xVente.29" "xVente.xVente.30" "xVente.xVente.31" "xVente.xVente.32" "xVente.xVente.33" "xVente.xVente.34" "xVente.xVente.35" "xVente.xVente.36" "xVente.xVente.37" "xVente.xVente.38" "xVente.xVente.39" "xVente.xVente.40" "zVente.zVente.1" "zVente.zVente.2" "zVente.zVente.3" "zVente.zVente.4" "zVente.zVente.5" "zVente.zVente.6" "zVente.zVente.7" "zVente.zVente.8" "zVente.zVente.9" "zVente.zVente.10" "zVente.zVente.11" "zVente.zVente.12" "zVente.zVente.13" "zVente.zVente.14" "zVente.zVente.15" "zVente.zVente.16" "zVente.zVente.17" "zVente.zVente.18" "zVente.zVente.19" "zVente.zVente.20" "zVente.zVente.21" "zVente.zVente.22" "zVente.zVente.23" "zVente.zVente.24" "zVente.zVente.25" "zVente.zVente.26" "zVente.zVente.27" "zVente.zVente.28" "zVente.zVente.29" "zVente.zVente.30" "zVente.zVente.31" "zVente.zVente.32" "zVente.zVente.33" "zVente.zVente.34" "zVente.zVente.35" "zVente.zVente.36" "zVente.zVente.37" "zVente.zVente.38" "zVente.zVente.39" "zVente.zVente.40" "xMoteur.xMoteur.1" "xMoteur.xMoteur.2" "xMoteur.xMoteur.3" "xMoteur.xMoteur.4" "xMoteur.xMoteur.5" "xMoteur.xMoteur.6" "xMoteur.xMoteur.7" "xMoteur.xMoteur.8" "xMoteur.xMoteur.9" "xMoteur.xMoteur.10" "zMoteur.zMoteur.1" "zMoteur.zMoteur.2" "zMoteur.zMoteur.3" "zMoteur.zMoteur.4" "zMoteur.zMoteur.5" "zMoteur.zMoteur.6" "zMoteur.zMoteur.7" "zMoteur.zMoteur.8" "zMoteur.zMoteur.9" "zMoteur.zMoteur.10" "xInfo.xInfo.1" "xInfo.xInfo.2" "xInfo.xInfo.3" "xInfo.xInfo.4" "xInfo.xInfo.5" "xInfo.xInfo.6" "xInfo.xInfo.7" "xInfo.xInfo.8" "xInfo.xInfo.9" "xInfo.xInfo.10" "zInfo.zInfo.1" "zInfo.zInfo.2" "zInfo.zInfo.3" "zInfo.zInfo.4" "zInfo.zInfo.5" "zInfo.zInfo.6" "zInfo.zInfo.7" "zInfo.zInfo.8" "zInfo.zInfo.9" "zInfo.zInfo.10" "xRecherche.xRecherche.1" "xRecherche.xRecherche.2" "xRecherche.xRecherche.3" "xRecherche.xRecherche.4" "xRecherche.xRecherche.5" "zRecherche.zRecherche.1" "zRecherche.zRecherche.2" "zRecherche.zRecherche.3" "zRecherche.zRecherche.4" "zRecherche.zRecherche.5" "xForum.xForum.1" "xForum.xForum.2" "xForum.xForum.3" "xForum.xForum.4" "xForum.xForum.5" "xForum.xForum.6" "xForum.xForum.7" "xForum.xForum.8" "xForum.xForum.9" "xForum.xForum.10" "zForum.zForum.1" "zForum.zForum.2" "zForum.zForum.3" "zForum.zForum.4" "zForum.zForum.5" "zForum.zForum.6" "zForum.zForum.7" "zForum.zForum.8" "zForum.zForum.9" "zForum.zForum.10"
"75" 6 7.45 3.69 5.66 5.48 5.75 2.66 0.94 0.04 0.6 0.6 4.61 3.25 3.09 3.51 7.95 5.03 1.06 7.17 2.31 7.04 4.86 9.68 0.06 2.89 1.8 9.44 1.21 7.95 2.87 8.67 0.29 1.47 11.71 1.67 2.1 8.88 7.1 4.87 3.76 0.96 3 5 7 4 8 1 3 1 4 1 8 1 3 4 7 10 2 9 2 3 4 11 1 3 6 10 3 5 5 7 1 2 10 2 3 12 6 11 2 1 25.56 14.11 17.58 8.44 13.09 1.25 5.17 10.81 10.29 16.05 15 18 15 8 14 1 9 11 13 17 5.64 4.33 2.58 5.48 6.69 4.72 3.68 4.88 3.92 3.16 8 3 11 2 5 2 2 2 3 1 9.29 3.17 2.48 6.28 10.81 6 2 3 5 7 1.24 3.01 0.35 1.55 7.44 1.91 1.45 1.42 2.36 3.67 11 7 7 12 4 1 2 1 3 1
"76" 1 5.6 1.96 8.6 6.09 3.94 3.64 2.34 0.17 3.58 0.08 4.9 1.77 2.71 6.87 8.45 8.74 0.25 8.2 3.22 5.53 3.58 10.39 0.09 1.98 2.91 11.02 2.34 8.46 1.97 9.9 0.01 0.4 8.13 0.67 3.76 8.7 4.69 5.41 5.36 0.1 6 3 7 5 2 1 3 1 3 1 3 1 2 9 6 8 2 9 1 6 4 11 1 1 6 11 2 7 6 6 2 3 5 5 2 12 9 4 7 2 24.13 16.3 18.26 8.56 15.91 0.02 4.1 10.91 10.7 15.81 28 11 19 8 17 1 4 9 11 26 5.76 4.33 5.44 7.15 8.95 3.01 1.54 3.24 1.36 2.92 7 3 5 7 5 1 2 1 6 1 9.72 1.9 0.24 4.15 10.11 5 3 6 3 6 0.25 4.55 0.34 4.92 5.68 3.53 0.21 2.1 0.82 4.53 13 3 5 5 5 1 3 1 3 1
"77" 1 5.37 1.64 5.75 5.95 6.33 1.52 1.67 0.36 2.51 0.25 4.86 1.16 3.7 5.79 9.74 8.47 0.28 7.28 2.14 4.6 2.59 11.32 1.14 1.71 3.97 9.94 3.05 7.86 3.09 9.5 1.64 2.84 9.3 1.04 4.98 8.38 5.89 3.36 4.72 1 3 4 5 3 6 1 2 1 4 2 5 1 2 7 10 7 1 11 3 5 3 8 1 4 3 14 1 6 3 9 2 2 10 2 1 11 4 9 4 4 25.29 14.25 16.8 8.58 13.38 0.3 4.84 10.35 10.84 16.5 25 17 26 16 14 1 4 5 15 16 6.38 3.51 6.32 8.84 10.82 2.33 2.15 4.71 0.57 2.45 10 4 5 3 7 1 2 2 2 2 9.11 2.72 0.52 4.6 9.13 3 2 6 3 6 1.58 4.55 1.08 3.29 3.39 4.69 0.53 2.75 0.53 6.07 4 2 8 12 7 1 4 1 1 2
"78" 3 7.61 2.19 4.58 3.74 4.45 0.6 0.46 0.58 0.65 0.62 4.7 2.49 0.73 4.05 6.67 4.63 1.12 5.6 1.51 5.37 3.67 10.29 0.83 2.08 2.87 7.2 1.29 7.03 3.39 9.51 1.82 0.32 10.7 3.66 2.45 10.3 4.85 4.66 3.67 0.94 8 3 7 8 4 1 1 1 3 2 6 2 3 6 11 5 3 9 3 7 2 9 1 3 4 10 3 9 5 8 1 1 12 4 4 16 8 6 5 1 26.9 16.75 17.06 8.77 15.85 1.9 2.37 11 10.77 14.98 26 10 20 11 13 1 6 9 15 11 6.4 5.46 4.53 6.85 7.24 4.48 4.41 3.43 4.19 2.88 8 2 4 2 5 1 2 1 5 1 8.33 3.27 0.73 5.08 10.34 7 3 8 6 6 0.1 2.29 0.82 3.33 5.59 2.29 0.63 2.09 2.06 4.08 7 2 6 11 4 3 5 1 4 1
"79" 3 5.92 3.99 3.92 4.06 4.69 0.53 3.21 0.26 1.37 1.76 4.7 0.4 0.05 6.55 9.7 5.97 1.18 7.53 0.74 3.14 0.63 9.68 0.45 0.76 0.39 9.62 0.17 7.09 3.38 9.39 0.24 2.28 6.35 1.64 2.93 10.27 3.04 3.57 4 0.05 7 2 2 8 3 1 4 1 4 1 5 2 3 6 11 4 2 10 3 8 4 7 2 2 4 11 1 12 7 9 1 2 8 1 3 8 6 8 8 1 21.87 18.25 20.09 8.89 14.77 3.91 6.33 10.5 11.26 16.84 42 22 17 11 14 1 4 12 7 12 6.36 6.64 6.99 4.96 7.52 3.67 3.22 2.43 0.48 2.78 9 2 8 10 6 1 5 1 3 1 10.29 1.13 1.93 2.4 8.88 7 4 6 6 5 0.51 3.53 1.31 4.28 5.9 4.08 1.25 4.37 1.91 4.53 6 1 5 7 7 1 1 1 4 1
"80" 1 4.05 2.32 5.01 4.86 2.84 0.52 3.65 2.07 1.89 0.95 5 1.41 1.11 6.07 9.85 6.11 2.16 6.3 1.62 2.52 0.79 10.13 1.5 3.06 4.17 8.01 0.59 5.78 0.83 9.65 0.51 1.15 7.42 0.42 1.32 8.76 5.16 4.91 7.68 2.8 12 2 4 4 4 1 3 1 2 2 4 2 1 5 12 7 2 7 2 3 3 11 3 4 4 10 1 8 3 17 1 2 8 4 2 10 9 6 2 1 24.02 13.36 15.15 7.8 13.63 0.23 4.86 8.29 8.48 15.96 31 11 16 8 13 1 4 13 11 15 5.04 2.95 4.42 4.77 8.33 2.92 0.49 3.6 0.01 2.13 9 5 6 7 2 1 3 1 4 1 9.93 3.04 0.29 5.72 13.03 9 2 5 5 6 2.09 5.2 0.8 3.09 7.09 3.55 1.78 5.08 1.09 3.72 7 6 6 6 7 2 7 1 7 1
"81" 0 5.24 0.23 4.47 6.97 3.15 0.06 2.22 0.75 3.53 0.21 3.17 1.3 1.08 3.94 10.39 5.59 0.34 8.08 3.25 4.15 1.04 8.95 1.65 2.96 3.79 8.9 0.64 7.09 3.26 7.44 1.59 0.28 11.11 0.64 3.03 8.89 7.32 4.16 6.18 0.93 5 4 4 3 8 1 5 1 1 3 9 1 2 9 14 11 2 7 2 8 4 7 1 3 4 15 2 6 2 13 2 1 12 2 4 10 3 4 6 1 28.27 13.68 14.6 5.02 13.16 1.14 3.11 7.05 8.75 13.89 21 13 17 14 9 1 3 9 11 19 7.21 4.71 5.81 6.67 8.65 3.53 2.82 4.34 3.97 3.35 4 4 10 6 4 2 4 2 5 2 8.25 3.69 1.73 6.71 10.31 11 5 6 5 7 0.53 2.53 0.79 2.22 6.95 2.16 1.58 2.6 3.12 4.79 7 3 5 6 5 1 5 1 5 1
"82" 3 8.52 4.45 6.69 5.52 5.35 3.48 3.76 1.12 4.03 1.31 5.24 5.26 2.5 4.09 9.58 7.62 0.42 6.58 2.4 7.07 2.71 10.06 0.45 2.72 4.72 10.75 0.03 7.97 5.53 12.43 1.6 0.31 11.7 2.4 1.84 8.59 5.85 5.7 9.21 0.04 10 2 6 3 8 2 4 1 5 1 9 1 2 6 8 7 2 9 2 5 2 16 2 4 6 6 2 12 6 10 3 1 16 4 4 10 6 5 8 1 25.79 15.85 17.15 7.83 14.71 1.93 2.8 11.18 10.91 14.12 22 20 19 7 13 1 5 11 10 23 5.12 4.79 5.65 6.68 8.08 4.07 2.53 3.14 0.53 2.56 12 6 6 8 6 1 7 1 4 1 7.95 2.96 0.08 4.99 9.07 10 4 6 5 8 1.12 2.77 0.82 3.01 6.17 1.35 0.85 1.64 2.01 4 9 2 8 6 6 1 2 2 3 2
"83" 2 6.47 2.75 5.65 6.45 5.03 1.05 2 0.12 2.7 0.15 3.97 1.64 2.76 6.52 10.14 6.23 0.9 7.57 3.13 4.44 2.47 9.25 0.35 1.9 4.26 11.05 2.96 6.75 4.13 9.98 0.63 1.63 9.45 3.14 4.88 8.87 4.18 6.94 4.93 3.88 4 2 6 7 5 2 3 1 2 1 9 2 2 8 12 8 4 8 2 6 7 16 2 3 3 6 2 8 2 11 3 3 13 2 7 7 6 8 9 1 24.49 15.55 18.69 11.02 14.07 5.98 4.78 12.58 9.98 16.83 25 16 18 13 13 2 6 6 9 15 6.39 3.59 3.71 7.48 9.2 2.52 2.35 5.99 3.06 3.53 5 8 9 6 4 1 3 2 6 1 8.43 3.9 3.1 6.28 9.56 10 1 7 6 5 0.97 2.85 0.33 3.68 5.13 3.1 0.05 0.7 1.69 4.64 6 4 4 7 8 1 3 2 1 2
"84" 2 7.59 4.49 5.8 5.81 6.84 0.87 2.03 1.72 3.18 0.8 5.69 2.95 4.98 5.66 9.5 6.2 0.76 9.04 2.48 5.48 4.67 11.57 1.42 0.74 2.1 8.65 1.26 9.49 4.03 10.35 3.36 1.01 10.19 2.26 3.33 13.46 8.42 6.27 7.16 0.31 8 3 4 2 6 1 1 1 4 2 6 1 2 9 12 5 1 4 3 6 3 11 1 2 4 10 1 6 4 13 2 1 9 4 5 7 5 8 3 1 25.51 15.43 17.21 8.92 14.2 2.67 5.08 10.43 9.95 16.43 23 14 18 11 10 2 6 10 11 14 7.99 5.16 6.18 8.91 9.56 3.21 3.89 2.77 5.2 3.44 5 3 5 8 6 2 4 1 2 1 6.35 5.63 2.3 6.18 8.11 3 3 9 6 7 0.11 3.42 1.3 2.83 8.08 0.7 0.94 1.76 3.98 4 5 5 5 8 4 2 2 2 4 1
"85" 12 7.96 0.12 4.78 2.58 4.35 4.47 1.22 0.32 4.33 1 4.9 2.43 1.59 3.59 9.52 4.45 0.11 6.66 2.92 5.59 2.33 11.23 2.5 1.22 7.19 10.95 0.9 4.23 1.63 8.24 1.7 0.66 9.66 0.51 2.63 11.2 6.4 6.92 6.13 0.99 4 4 4 5 4 1 1 1 3 1 4 4 1 12 14 5 3 6 2 4 3 11 2 5 4 15 2 11 5 7 2 2 16 3 1 13 6 7 8 1 27.56 13.53 15.85 7.92 14.3 1.32 3.39 10.12 10.1 15.7 30 21 16 11 14 3 9 13 10 16 5.76 2.42 6.29 6.48 9.38 3.61 1.31 3.46 1.33 2.27 9 3 5 3 7 1 2 1 6 1 10.94 0.48 1.45 4.22 9.31 8 7 4 9 5 0.38 2.76 0.62 1.81 6.98 2.46 1.8 4.01 2.58 3.93 8 3 4 6 5 1 4 1 6 2
"86" 6 9.11 1.55 6.73 5.68 6.17 0.34 1.83 0.92 4.02 1.22 7.12 2.25 2.67 4.12 8 6 2.6 7.24 2.85 5.87 2.69 9.86 0.54 2.71 4.91 12.22 2.09 9.87 3.52 9.52 0.24 0.27 8.28 2.25 2.01 12.93 5.09 6.88 7.46 0.5 5 4 6 3 4 1 4 1 1 1 9 1 2 8 18 8 1 5 1 8 7 9 2 4 4 13 2 12 3 7 3 4 8 1 5 6 7 9 8 1 27.92 16.89 18.13 7.95 16.87 0.15 4.09 10.09 10.21 16.15 37 17 15 9 17 3 6 9 9 13 6.19 4.66 6.06 5.95 8.22 3.77 2.26 1.89 1.8 2.33 6 5 8 7 6 1 3 1 3 1 8.55 4.2 0.82 4.92 10.21 8 1 3 9 3 0.19 5.35 1.59 2.39 5.51 2.85 0.72 0.56 2.25 5.96 8 5 4 13 8 3 4 1 3 2
"87" 2 9.02 0.13 3.52 3.23 5.01 1.49 1.23 0.07 2.76 0.22 3.03 0.4 0.83 4.37 8.54 3.55 1.5 8.44 1.06 5.12 1.25 9.33 0.98 2.24 4.91 8.48 0.12 5.85 1.92 7.34 1.09 1.63 10.46 1.73 3.27 7.53 7.64 6.12 7.15 0.46 6 4 3 5 8 3 2 2 2 1 12 2 3 7 14 10 2 8 1 3 3 13 1 1 3 13 2 9 5 12 2 3 10 3 3 12 5 8 4 2 25.93 14.58 15.46 6.83 13.18 2.1 3.51 9.12 9.59 13.87 39 19 19 12 15 1 5 11 7 23 6.05 3.81 4.22 7.33 8.72 3.55 2.77 4.54 2.61 2.44 10 2 9 10 8 1 4 2 6 2 9.74 2.95 1.51 6.05 11.02 9 2 7 8 6 1.64 4.02 0.97 4.61 4.64 2.75 0.29 2 0.03 4.98 6 3 9 9 6 2 2 1 2 1
"88" 10 8.32 2.61 3.62 4.93 6.12 0.07 3.14 0.87 2.8 0.55 5.98 3.3 0.39 3.17 5.34 3.88 1.81 8.47 0.51 6.72 3.18 9.61 1.17 0.14 1.79 9.65 0.76 11.08 1.42 10.04 0.88 1.57 7.47 0.17 0.73 10.6 7.42 8.7 9.19 2.07 10 6 6 7 4 1 1 1 1 2 3 3 1 9 16 9 1 10 3 5 2 11 1 1 2 11 1 13 4 7 1 5 12 2 2 8 3 13 9 1 24.16 14.23 14.59 8.22 11.05 4.24 3.53 8.89 10 15.04 41 20 13 12 15 3 9 10 9 18 6.84 3.74 5.8 6.76 9.1 2.79 1.3 1.92 3.41 2.56 11 9 13 7 12 2 3 1 3 1 10.87 1.86 0.23 4.39 10.61 5 4 5 3 6 0.15 4.73 0.76 2.63 6.26 0.86 0.46 0.97 1.33 5.05 10 3 8 10 4 1 5 1 3 1
"89" 1 5.42 3.24 5.05 4.54 6.49 0.89 2.5 2.6 2.71 0.99 4.87 0.63 1.49 5.48 7.13 5.11 1.59 6.46 3.01 6.17 1.53 9.65 0.92 0.85 1.39 9.98 1.78 7.3 4.17 9.09 1.71 0.59 6.15 2.72 5.22 9.58 2.62 6.94 5.25 1.86 10 3 5 9 7 1 4 2 3 1 6 2 2 6 12 8 1 8 1 7 2 9 2 4 6 15 1 10 3 8 2 1 10 2 3 12 6 7 8 1 27.27 16.26 16.61 7.66 15.03 0.8 0.31 9.79 10.49 13.5 21 22 22 4 25 1 8 14 11 24 5.59 2.58 7.43 7.63 9.81 3.5 1.43 2.25 0.92 1.87 6 3 3 8 5 1 3 1 3 1 7 3.29 0.49 4.48 7.18 5 2 10 3 8 0.23 1.98 0.15 2.35 6.18 3.43 0.76 2.68 0.83 3.26 14 3 6 5 4 1 4 3 2 1
"90" 3 7.78 4.47 5.3 7.36 4.88 1.62 3.76 0.47 2.88 1.82 6.38 0.16 4.17 4.32 8.04 4.29 0.93 7.51 2.2 6.49 3.58 10.4 2.62 0.53 3.16 11.08 0.05 8.94 2.48 10.05 2.97 3.45 7.8 0.25 0.56 9.85 5.39 5.76 7.79 0.98 6 3 6 5 6 1 2 1 3 1 4 2 3 6 8 8 1 11 2 6 5 7 2 4 4 11 2 11 3 10 1 4 8 2 2 6 6 4 9 3 27.22 16.25 17.78 7.97 14.69 2 7.69 8.98 9.55 17.73 34 17 16 10 16 5 5 12 16 13 6.82 3.98 4.46 6.97 7.77 4.76 4.09 5.59 5.98 3.8 9 3 15 6 8 3 6 1 4 2 8.33 2.57 0.59 3.62 8.01 7 1 9 8 4 0.1 0.18 1.48 2.44 4.3 1.76 0.62 1.47 0.27 3.87 10 5 11 4 4 2 3 1 1 1
"91" 0 9.3 3.16 5.25 3.58 6.54 0.93 1.99 0.91 1.31 1.42 5.75 1.43 1.74 5.49 7.44 7.87 2.53 7.19 0.32 4.72 3.28 11.15 0.04 0.64 3.79 11.1 3.25 8.27 2.11 11.47 1.58 1.25 10.16 1.93 2.56 10.13 6.36 6.3 5.39 1.01 7 3 3 3 7 2 5 1 6 2 7 3 3 6 7 8 1 9 1 3 3 11 1 3 2 11 3 14 5 6 1 1 11 4 2 8 8 5 7 2 26.55 15.76 18.11 8.68 12.63 2.9 2.23 12.09 11.89 13.98 31 19 10 9 12 2 4 15 13 17 6.5 4.39 4.97 6.68 8.48 2.8 2.28 4.1 3.26 3.37 11 2 2 4 5 1 2 2 4 2 7.26 5.48 0.1 5.99 11.13 7 3 6 8 4 0.67 2.21 0.79 2.47 4.38 1.82 0.19 0.52 1.81 5.09 5 1 4 6 10 1 1 2 2 2
"92" 3 6.57 0.62 4.77 5.09 5.53 1.7 1.29 1.98 2.06 1.92 4.52 2.52 1.1 4.35 7.39 5.19 0.51 6.34 0.6 5.43 2.93 10.32 0.7 1.93 3.41 9.55 0.33 7.57 3.46 7.52 0.35 0.98 9.08 0.98 3.23 9.92 5.03 4.62 4.05 0.62 5 2 9 7 5 1 7 1 6 1 4 2 2 5 7 6 2 6 2 5 4 19 1 1 6 11 1 9 5 10 1 3 11 2 5 13 7 11 10 1 25.16 14.96 17.65 8.33 14.01 2.01 3.9 11.37 10.46 14.72 27 13 22 16 13 3 9 14 10 20 5.55 2.77 5.48 8.01 9.73 2.78 1.56 3.82 1.38 2.58 7 2 6 3 13 1 4 1 3 1 10.75 2.98 2.5 7.79 13.93 7 6 7 6 8 0.52 2.98 0.56 2.87 4.86 0.9 0.34 0.3 2.29 4.99 9 2 6 6 7 2 5 2 1 2
"93" 2 5.39 2.87 4.71 5.26 4.23 0.64 2.79 0.8 4.97 0.43 4.94 1.17 1 4.88 7.51 5.55 2.22 9.01 0.25 5.58 5 11.2 0.69 0.53 4 9.19 0.88 10.73 3.37 8.99 0.12 1.61 6.68 1.13 2.47 10.58 5.13 6.49 7.8 1.07 9 2 7 8 4 1 3 1 5 1 6 2 2 5 7 6 1 7 1 2 4 18 1 3 6 9 1 8 2 10 1 2 10 3 5 17 7 9 5 1 24.45 14.24 16.25 7.48 14.24 1.53 2.81 9.69 10.43 14.97 26 9 12 13 14 1 5 9 8 12 5.34 3.15 4.55 6.22 7.87 4.09 2.91 4.67 2.61 2.95 4 7 11 4 5 1 3 1 7 1 10.03 1.94 1.15 3.3 9.53 6 3 7 5 7 0.86 1.29 1.26 2.87 5.86 2.95 1.02 2.2 1.9 3.72 6 3 4 8 6 1 2 1 3 1
"94" 4 8.33 1.26 6.2 4.66 5.54 0.87 2.62 0.39 1.92 0.5 5.09 2.27 1.5 3.35 4.49 5.19 1.09 5.35 0.63 7.83 2.31 11.28 0.25 0.69 3.29 7.73 1.25 7.23 2.87 11.53 0.26 0.27 10.36 0.34 2.39 7.85 5.85 6.87 6.67 0.79 15 3 7 7 5 2 5 1 3 1 4 2 4 3 4 6 1 10 5 8 4 15 1 2 4 9 2 9 2 7 1 3 9 2 1 15 11 7 7 1 27.38 16.25 16.64 7.46 13.96 1.17 3.81 9.36 10.87 15.25 25 14 12 8 14 2 4 10 9 13 6.17 4.11 3.91 5.18 7.45 3.56 1.99 3.75 3.98 4.03 7 1 9 4 7 2 2 2 3 1 8.57 3.49 1.03 6.03 10.93 6 3 6 9 6 0.36 6.18 0.76 4.75 6.04 4.97 0.41 3.63 0.33 4.68 12 3 6 3 4 1 2 1 5 1
"95" 7 6.24 3.02 4.84 4.67 4.06 1.55 2.83 0.63 4.08 1.03 5.37 1.06 0.41 4.4 6.73 3.26 1.06 7.69 1.52 5.29 1.86 8.52 0.82 1.08 4.3 11.42 1.89 8.18 1.47 8.69 0.01 0.73 9.23 3.2 1.42 9.55 5.42 5.88 7.84 1.12 6 2 5 11 5 2 2 1 3 1 6 2 2 9 6 7 1 8 1 5 1 7 1 1 6 10 4 12 3 13 1 1 11 2 5 8 4 8 10 1 24.61 14.93 17.3 9.27 12.51 2.58 5.99 9.66 10.36 17.62 19 17 18 11 17 1 6 10 11 16 4.05 2.58 4.44 6.6 7.78 4.5 2.96 3.54 0.57 1.78 5 1 5 6 6 1 3 1 3 2 8.06 4.47 1.5 5.38 9.13 9 1 3 7 5 0.21 2.9 0.36 3.25 4.91 2.97 0.81 1.89 1.78 4.84 7 2 7 7 11 1 3 1 4 1
"96" 9 7.55 3.34 6.3 4.6 4.37 2.66 2.49 1.01 2.15 0.09 6.47 0.15 2.7 5.92 6.72 5.44 2.64 8.58 2.81 6.83 4.83 12.61 3.14 1.03 1.77 7.55 1.71 9.42 2.01 10.29 2.04 3.52 9.06 1.93 2.68 10.71 7.81 6.65 6.22 0.53 13 2 5 4 6 2 8 1 2 2 1 1 2 5 7 11 2 12 1 4 3 16 3 2 5 9 1 3 5 6 1 4 20 1 4 11 6 4 8 2 23.05 15.36 16.49 7.94 13.85 1.68 2.18 10.12 10.37 13.75 28 18 17 7 18 2 5 12 13 23 6.16 4.44 3.51 6.8 7.74 3.55 3.83 3.63 3.72 2.87 10 1 10 6 6 1 2 2 4 1 7.51 2.96 0.9 3.94 7.49 8 4 5 4 7 1.14 2.84 0.79 3.19 5.01 3.68 0.81 2.51 1.89 5.15 5 2 3 7 7 1 4 1 3 1
"97" 2 6.61 1.16 2.74 3.57 3.73 1.43 1.02 0.81 2.28 0.95 5.21 1.08 0.87 4.64 6.36 4.93 0.15 6.81 0.91 3.53 1.32 8.58 1.17 2.29 3.28 8.21 2.56 7.77 1.05 8.58 1.61 3.12 4.38 0.55 0.07 9.95 3.69 3.8 6.58 1.41 7 1 6 4 4 3 3 1 5 1 4 2 2 4 14 10 1 8 2 2 5 5 1 1 6 15 3 8 3 15 2 3 10 1 1 13 13 7 9 2 25.04 15.91 18.53 8.85 14.49 2.57 3.9 12.18 11.36 15.4 15 21 9 6 20 4 5 11 16 14 6.85 4.44 6.14 7.83 9.35 3.31 3.28 3.96 2.84 2.89 10 3 8 7 8 3 5 1 3 1 8.5 1.97 0.94 2.75 7.18 6 4 3 4 9 0.14 3.98 0.17 2.48 6.36 0.74 0.3 0.65 0.72 4.44 6 1 4 2 4 1 3 1 2 1
"98" 4 6.2 1.74 5.62 6.13 2.98 0.94 3.49 0.26 1.03 2.75 4.34 0.3 0.69 5.37 8.58 6.98 1.28 8.79 3.6 4.14 4.75 12.7 0.73 1.32 0.8 8.86 2.6 5.53 0.41 9.65 1.46 0.63 7.22 0.51 4.6 10.79 4.48 6.11 6.15 2.59 5 5 5 7 12 1 5 1 1 2 7 2 5 5 12 6 1 6 5 5 6 15 2 2 4 7 3 8 2 9 1 3 11 4 6 18 3 7 8 2 23.97 14.19 16.51 7.39 12.17 1.56 4.95 9.16 10.09 15.32 29 21 12 9 14 1 4 14 17 19 6.23 3.47 5.24 6.77 9.04 2.86 1.42 3.13 2.49 2.7 10 1 7 9 7 1 2 1 5 1 8.7 2.49 0.42 3.94 8.32 10 4 8 9 5 0.08 5.6 0.69 4.27 5.13 3.07 0.49 2.97 0.74 5.34 8 7 4 4 6 1 2 1 2 1
"99" 1 7.67 3.94 5.18 5.34 2.98 2.48 0.64 0.78 0.82 0.38 2.99 1.53 0.06 5.28 7.79 5.72 1.38 7.2 2.21 2.52 2.38 9.27 0.72 1.58 1.65 7.88 1.72 6.62 2.08 8.91 2.26 3.08 6.58 2.84 1.64 11.62 5.33 5.85 3.82 3.17 8 3 4 8 8 1 3 1 2 1 7 3 2 6 10 10 1 8 4 5 4 8 2 2 1 15 1 10 4 8 1 1 13 4 6 12 7 4 8 3 24.41 15.91 16.81 7.86 13.09 4.13 3.33 9.41 9.79 14.57 15 20 17 14 20 2 3 15 10 14 5.7 2.42 7.1 8 9.87 3.97 2.52 3.24 1.29 1.86 8 3 12 8 3 1 2 1 1 1 9.72 0.9 1.4 4.64 8.88 5 4 3 4 11 1.06 2.55 0.96 3.1 6.76 2.08 1.06 2.63 3.96 4.46 9 3 7 8 3 1 5 1 2 2
"100" 0 8.3 2.58 7.7 5.17 4.77 0.11 4.12 1.37 2.11 0.22 5.38 5.38 2.82 4.81 7.84 4.05 2.14 8.3 2.11 5.83 5.01 12.13 0.52 1.67 4.37 9.58 1.66 7.91 3.46 9.79 2 3.02 10.74 5.23 3.97 8.1 5.73 5.14 8.67 0.81 12 5 6 3 6 2 4 1 4 1 8 2 3 10 11 2 1 9 2 4 3 11 1 1 6 9 1 4 4 13 2 2 9 3 2 12 4 9 7 1 27.24 16 17.54 7.55 13.64 1.11 0.32 10.1 11.72 13.44 24 12 14 5 19 2 9 9 15 19 7.26 7.03 8.91 9.63 10.21 3.67 3.56 1.99 0.7 1.93 7 2 3 4 5 2 4 1 4 2 7.59 3.93 2.75 5.91 8.9 3 3 6 3 5 0.04 1.7 0.68 3.26 5.61 0.6 0.25 0.41 2.59 4.04 6 4 10 4 7 1 7 2 5 1
